code,trading_code,name,contract_type,exchange_code,currency_id,underlying_symbol,underlying_name,underlying_exchange,underlying_type,exercise_price,contract_unit,contract_status,list_date,list_reason,list_price,high_limit,low_limit,expire_date,last_trade_date,exercise_date,delivery_date,is_adjust,delist_date,delist_reason
90001848.XSHE,159915P2309M002650,创业板ETF沽9月2650,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.65,10000,DELIST,2023-01-31,合约到期,0.2407,0.7473,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001849.XSHE,159915P2309M002700,创业板ETF沽9月2700,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.7,10000,DELIST,2023-01-31,合约到期,0.2695,0.7761,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001850.XSHE,159915P2309M002750,创业板ETF沽9月2750,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.75,10000,DELIST,2023-01-31,合约到期,0.301,0.8076,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001851.XSHE,159919C2309M003900,沪深300ETF购9月3900,CO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,3.9,10000,DELIST,2023-01-31,合约到期,0.5109,0.9381,0.0837,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001852.XSHE,159919C2309M004000,沪深300ETF购9月4000,CO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,4.0,10000,DELIST,2023-01-31,合约到期,0.4416,0.8688,0.0144,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001853.XSHE,159919C2309M004100,沪深300ETF购9月4100,CO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,4.1,10000,DELIST,2023-01-31,合约到期,0.3791,0.8063,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001854.XSHE,159919C2309M004200,沪深300ETF购9月4200,CO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,4.2,10000,DELIST,2023-01-31,合约到期,0.3215,0.7487,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001855.XSHE,159919C2309M004300,沪深300ETF购9月4300,CO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,4.3,10000,DELIST,2023-01-31,合约到期,0.269,0.6934,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001856.XSHE,159919C2309M004400,沪深300ETF购9月4400,CO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,4.4,10000,DELIST,2023-01-31,合约到期,0.2239,0.6383,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001857.XSHE,159919C2309M004500,沪深300ETF购9月4500,CO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,4.5,10000,DELIST,2023-01-31,合约到期,0.1852,0.5896,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001858.XSHE,159919C2309M004600,沪深300ETF购9月4600,CO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,4.6,10000,DELIST,2023-01-31,合约到期,0.1517,0.5461,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001859.XSHE,159919C2309M004700,沪深300ETF购9月4700,CO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,4.7,10000,DELIST,2023-01-31,合约到期,0.1243,0.5087,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001860.XSHE,159919P2309M003900,沪深300ETF沽9月3900,PO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,3.9,10000,DELIST,2023-01-31,合约到期,0.0977,0.4505,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001861.XSHE,159919P2309M004000,沪深300ETF沽9月4000,PO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,4.0,10000,DELIST,2023-01-31,合约到期,0.1248,0.4976,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001862.XSHE,159919P2309M004100,沪深300ETF沽9月4100,PO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,4.1,10000,DELIST,2023-01-31,合约到期,0.1579,0.5507,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001863.XSHE,159919P2309M004200,沪深300ETF沽9月4200,PO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,4.2,10000,DELIST,2023-01-31,合约到期,0.1975,0.6103,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001864.XSHE,159919P2309M004300,沪深300ETF沽9月4300,PO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,4.3,10000,DELIST,2023-01-31,合约到期,0.2442,0.6714,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001865.XSHE,159919P2309M004400,沪深300ETF沽9月4400,PO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,4.4,10000,DELIST,2023-01-31,合约到期,0.2973,0.7245,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001866.XSHE,159919P2309M004500,沪深300ETF沽9月4500,PO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,4.5,10000,DELIST,2023-01-31,合约到期,0.3546,0.7818,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001867.XSHE,159919P2309M004600,沪深300ETF沽9月4600,PO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,4.6,10000,DELIST,2023-01-31,合约到期,0.4211,0.8483,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001868.XSHE,159919P2309M004700,沪深300ETF沽9月4700,PO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,4.7,10000,DELIST,2023-01-31,合约到期,0.4972,0.9244,0.07,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001869.XSHE,159922C2309M005500,中证500ETF购9月5500,CO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,5.5,10000,DELIST,2023-01-31,合约到期,1.1658,1.8064,0.5252,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001870.XSHE,159922C2309M005750,中证500ETF购9月5750,CO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,5.75,10000,DELIST,2023-01-31,合约到期,0.8847,1.5253,0.2441,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001871.XSHE,159922C2309M006000,中证500ETF购9月6000,CO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,6.0,10000,DELIST,2023-01-31,合约到期,0.5699,1.2105,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001872.XSHE,159922C2309M006250,中证500ETF购9月6250,CO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,6.25,10000,DELIST,2023-01-31,合约到期,0.4298,1.0704,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001873.XSHE,159922C2309M006500,中证500ETF购9月6500,CO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,6.5,10000,DELIST,2023-01-31,合约到期,0.3136,0.9448,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001874.XSHE,159922C2309M006750,中证500ETF购9月6750,CO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,6.75,10000,DELIST,2023-01-31,合约到期,0.2215,0.8277,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001875.XSHE,159922C2309M007000,中证500ETF购9月7000,CO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,7.0,10000,DELIST,2023-01-31,合约到期,0.153,0.7342,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001876.XSHE,159922C2309M007250,中证500ETF购9月7250,CO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,7.25,10000,DELIST,2023-01-31,合约到期,0.1068,0.663,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001877.XSHE,159922C2309M007500,中证500ETF购9月7500,CO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,7.5,10000,DELIST,2023-01-31,合约到期,0.0742,0.6054,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001878.XSHE,159922P2309M005500,中证500ETF沽9月5500,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,5.5,10000,DELIST,2023-01-31,合约到期,0.0608,0.5202,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001879.XSHE,159922P2309M005750,中证500ETF沽9月5750,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,5.75,10000,DELIST,2023-01-31,合约到期,0.1021,0.6115,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001880.XSHE,159922P2309M006000,中证500ETF沽9月6000,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,6.0,10000,DELIST,2023-01-31,合约到期,0.1647,0.7241,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001881.XSHE,159922P2309M006250,中证500ETF沽9月6250,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,6.25,10000,DELIST,2023-01-31,合约到期,0.2567,0.8661,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001882.XSHE,159922P2309M006500,中证500ETF沽9月6500,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,6.5,10000,DELIST,2023-01-31,合约到期,0.3846,1.0252,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001883.XSHE,159922P2309M006750,中证500ETF沽9月6750,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,6.75,10000,DELIST,2023-01-31,合约到期,0.5456,1.1862,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001884.XSHE,159922P2309M007000,中证500ETF沽9月7000,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,7.0,10000,DELIST,2023-01-31,合约到期,0.7343,1.3749,0.0937,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001885.XSHE,159922P2309M007250,中证500ETF沽9月7250,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,7.25,10000,DELIST,2023-01-31,合约到期,0.9447,1.5853,0.3041,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001886.XSHE,159922P2309M007500,中证500ETF沽9月7500,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,7.5,10000,DELIST,2023-01-31,合约到期,1.1701,1.8107,0.5295,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001887.XSHE,159915C2302M002750,创业板ETF购2月2750,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.75,10000,DELIST,2023-01-31,价格波动,0.0082,0.4714,0.0001,2023-02-22,2023-02-22,2023-02-22,2023-02-23,0,2023-02-23,合约到期
90001888.XSHE,159915P2302M002750,创业板ETF沽2月2750,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.75,10000,DELIST,2023-01-31,价格波动,0.2216,0.7282,0.0001,2023-02-22,2023-02-22,2023-02-22,2023-02-23,0,2023-02-23,合约到期
90001889.XSHE,159915C2303M002750,创业板ETF购3月2750,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.75,10000,DELIST,2023-01-31,价格波动,0.0251,0.4883,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001890.XSHE,159915P2303M002750,创业板ETF沽3月2750,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.75,10000,DELIST,2023-01-31,价格波动,0.2295,0.7361,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001891.XSHE,159915C2306M002750,创业板ETF购6月2750,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.75,10000,DELIST,2023-01-31,价格波动,0.0767,0.5399,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
90001892.XSHE,159915P2306M002750,创业板ETF沽6月2750,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.75,10000,DELIST,2023-01-31,价格波动,0.2723,0.7789,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
90001815.XSHE,159901C2309M002900,深证100ETF购9月2900,CO,XSHE,CNY,159901.XSHE,易方达深证100ETF,XSHE,ETF,2.9,10000,DELIST,2023-01-31,合约到期,0.4151,0.7387,0.0915,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005159.XSHG,510050C2309M02600,50ETF购9月2600,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2023-02-01,价格波动,0.3335,0.6154,0.0516,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005160.XSHG,510050P2309M02600,50ETF沽9月2600,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2023-02-01,价格波动,0.0643,0.3024,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001893.XSHE,159915C2309M002300,创业板ETF购9月2300,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.3,10000,DELIST,2023-02-01,价格波动,0.3195,0.8209,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001894.XSHE,159915P2309M002300,创业板ETF沽9月2300,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.3,10000,DELIST,2023-02-01,价格波动,0.0877,0.5063,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001895.XSHE,159919C2309M003800,沪深300ETF购9月3800,CO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,3.8,10000,DELIST,2023-02-01,价格波动,0.5483,0.9709,0.1257,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001896.XSHE,159919P2309M003800,沪深300ETF沽9月3800,PO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,3.8,10000,DELIST,2023-02-01,价格波动,0.0831,0.4205,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005161.XSHG,510500C2302M07500,500ETF购2月7500,CO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,7.5,10000,DELIST,2023-02-02,价格波动,0.0003,0.5253,0.0001,2023-02-22,2023-02-22,2023-02-22,2023-02-23,0,2023-02-23,合约到期
10005162.XSHG,510500P2302M07500,500ETF沽2月7500,PO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,7.5,10000,DELIST,2023-02-02,价格波动,1.125,1.7625,0.4875,2023-02-22,2023-02-22,2023-02-22,2023-02-23,0,2023-02-23,合约到期
10005163.XSHG,510500C2303M07500,500ETF购3月7500,CO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,7.5,10000,DELIST,2023-02-02,价格波动,0.0022,0.5272,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
10005164.XSHG,510500P2303M07500,500ETF沽3月7500,PO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,7.5,10000,DELIST,2023-02-02,价格波动,1.125,1.7625,0.4875,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
10005165.XSHG,510500C2306M07500,500ETF购6月7500,CO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,7.5,10000,DELIST,2023-02-02,价格波动,0.0241,0.5491,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005166.XSHG,510500P2306M07500,500ETF沽6月7500,PO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,7.5,10000,DELIST,2023-02-02,价格波动,1.125,1.7625,0.4875,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005167.XSHG,510500C2309M07500,500ETF购9月7500,CO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,7.5,10000,DELIST,2023-02-02,价格波动,0.0568,0.5818,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005168.XSHG,510500P2309M07500,500ETF沽9月7500,PO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,7.5,10000,DELIST,2023-02-02,价格波动,1.152,1.7895,0.5145,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005169.XSHG,510300C2309M03700,300ETF购9月3700,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.7,10000,DELIST,2023-02-06,价格波动,0.5483,0.962,0.1346,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005170.XSHG,510300P2309M03700,300ETF沽9月3700,PO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.7,10000,DELIST,2023-02-06,价格波动,0.0665,0.3928,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005171.XSHG,510050C2309M02550,50ETF购9月2550,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.55,10000,DELIST,2023-02-07,价格波动,0.302,0.5759,0.0281,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005172.XSHG,510050P2309M02550,50ETF沽9月2550,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.55,10000,DELIST,2023-02-07,价格波动,0.0702,0.3063,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001900.XSHE,159915P2309M002250,创业板ETF沽9月2250,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.25,10000,DELIST,2023-02-07,价格波动,0.0859,0.4923,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001899.XSHE,159915C2309M002250,创业板ETF购9月2250,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.25,10000,DELIST,2023-02-07,价格波动,0.3152,0.8088,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001901.XSHE,159919C2309M003700,沪深300ETF购9月3700,CO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,3.7,10000,DELIST,2023-02-07,价格波动,0.5552,0.9699,0.1405,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001902.XSHE,159919P2309M003700,沪深300ETF沽9月3700,PO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,3.7,10000,DELIST,2023-02-07,价格波动,0.0797,0.405,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001898.XSHE,159901P2309M002850,深证100ETF沽9月2850,PO,XSHE,CNY,159901.XSHE,易方达深证100ETF,XSHE,ETF,2.85,10000,DELIST,2023-02-07,价格波动,0.095,0.3512,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001897.XSHE,159901C2309M002850,深证100ETF购9月2850,CO,XSHE,CNY,159901.XSHE,易方达深证100ETF,XSHE,ETF,2.85,10000,DELIST,2023-02-07,价格波动,0.3935,0.7073,0.0797,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005173.XSHG,510050C2309M02500,50ETF购9月2500,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.5,10000,DELIST,2023-02-20,价格波动,0.3138,0.5859,0.0417,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005174.XSHG,510050P2309M02500,50ETF沽9月2500,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.5,10000,DELIST,2023-02-20,价格波动,0.0505,0.2784,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005175.XSHG,510300C2302M03600,300ETF购2月3600,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.6,10000,DELIST,2023-02-20,价格波动,0.4324,0.8353,0.0295,2023-02-22,2023-02-22,2023-02-22,2023-02-23,0,2023-02-23,合约到期
10005176.XSHG,510300P2302M03600,300ETF沽2月3600,PO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.6,10000,DELIST,2023-02-20,价格波动,0.0002,0.3173,0.0001,2023-02-22,2023-02-22,2023-02-22,2023-02-23,0,2023-02-23,合约到期
10005177.XSHG,510300C2303M03600,300ETF购3月3600,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.6,10000,DELIST,2023-02-20,价格波动,0.4417,0.8446,0.0388,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
10005178.XSHG,510300P2303M03600,300ETF沽3月3600,PO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.6,10000,DELIST,2023-02-20,价格波动,0.0047,0.3218,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
10005179.XSHG,510300C2306M03600,300ETF购6月3600,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.6,10000,DELIST,2023-02-20,价格波动,0.4865,0.8894,0.0836,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005180.XSHG,510300P2306M03600,300ETF沽6月3600,PO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.6,10000,DELIST,2023-02-20,价格波动,0.0302,0.3473,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005181.XSHG,510300C2309M03600,300ETF购9月3600,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.6,10000,DELIST,2023-02-20,价格波动,0.5329,0.9358,0.13,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005182.XSHG,510300P2309M03600,300ETF沽9月3600,PO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.6,10000,DELIST,2023-02-20,价格波动,0.0528,0.3699,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001903.XSHE,159915C2309M002200,创业板ETF购9月2200,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.2,10000,DELIST,2023-02-20,价格波动,0.2682,0.7438,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001904.XSHE,159915P2309M002200,创业板ETF沽9月2200,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.2,10000,DELIST,2023-02-20,价格波动,0.0822,0.4866,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001905.XSHE,159922C2309M005250,中证500ETF购9月5250,CO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,5.25,10000,DELIST,2023-02-20,价格波动,1.2158,1.8531,0.5785,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
90001906.XSHE,159922P2309M005250,中证500ETF沽9月5250,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,5.25,10000,DELIST,2023-02-20,价格波动,0.0661,0.4788,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005183.XSHG,510050C2304M02600,50ETF购4月2600,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2023-02-23,合约到期,0.2109,0.4884,0.0001,2023-04-26,2023-04-26,2023-04-26,2023-04-27,0,2023-04-27,合约到期
10005184.XSHG,510050C2304M02650,50ETF购4月2650,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2023-02-23,合约到期,0.1708,0.4483,0.0001,2023-04-26,2023-04-26,2023-04-26,2023-04-27,0,2023-04-27,合约到期
10005185.XSHG,510050C2304M02700,50ETF购4月2700,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2023-02-23,合约到期,0.1341,0.4116,0.0001,2023-04-26,2023-04-26,2023-04-26,2023-04-27,0,2023-04-27,合约到期
10005186.XSHG,510050C2304M02750,50ETF购4月2750,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.75,10000,DELIST,2023-02-23,合约到期,0.1018,0.3793,0.0001,2023-04-26,2023-04-26,2023-04-26,2023-04-27,0,2023-04-27,合约到期
10005187.XSHG,510050C2304M02800,50ETF购4月2800,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2023-02-23,合约到期,0.0768,0.3518,0.0001,2023-04-26,2023-04-26,2023-04-26,2023-04-27,0,2023-04-27,合约到期
10005188.XSHG,510050C2304M02850,50ETF购4月2850,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.85,10000,DELIST,2023-02-23,合约到期,0.0568,0.3268,0.0001,2023-04-26,2023-04-26,2023-04-26,2023-04-27,0,2023-04-27,合约到期
10005189.XSHG,510050C2304M02900,50ETF购4月2900,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.9,10000,DELIST,2023-02-23,合约到期,0.0415,0.3065,0.0001,2023-04-26,2023-04-26,2023-04-26,2023-04-27,0,2023-04-27,合约到期
10005190.XSHG,510050C2304M02950,50ETF购4月2950,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.95,10000,DELIST,2023-02-23,合约到期,0.0308,0.2908,0.0001,2023-04-26,2023-04-26,2023-04-26,2023-04-27,0,2023-04-27,合约到期
